,offensiveYN,postId,annId,baseline,expl_baseline,race_political,expl_race_political,demographics,winner
2511,1,2141,15040445,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],1,[the sentence is offensive][because][it contains a racial slur and a derogatory term],"{'race': 'white', 'political': 'liberal'}",both
2512,1,3511,95971160,1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that biracial people are preferred over black people and contains a racial slur],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that biracial people are superior to black people and contains a derogatory term for black people],"{'race': 'white', 'political': 'liberal'}",both
2513,0,3511,32677126,1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that biracial people are preferred over black people and contains a racial slur],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that biracial people are superior to black people and contains a derogatory term for black people],"{'race': 'white', 'political': 'liberal'}",neither
2514,1,711,14603369,1,[the sentence is offensive][because][it contains explicit language and derogatory terms],1,[the sentence is offensive][because][it contains explicit language and derogatory terms],"{'race': 'white', 'political': 'liberal'}",both
2515,1,711,15040445,1,[the sentence is offensive][because][it contains explicit language and derogatory terms],1,[the sentence is offensive][because][it contains explicit language and derogatory terms],"{'race': 'white', 'political': 'liberal'}",both
2516,1,2315,91276967,1,[the sentence is offensive][because][it contains a derogatory term for people who did not vote for a particular outcome],1,[the sentence is offensive][because][it contains a derogatory term for people who did not vote for a particular outcome],"{'race': 'white', 'political': 'liberal'}",both
2517,0,2315,9108933,1,[the sentence is offensive][because][it contains a derogatory term for people who did not vote for a particular outcome],1,[the sentence is offensive][because][it contains a derogatory term for people who did not vote for a particular outcome],"{'race': 'white', 'political': 'liberal'}",neither
2518,1,3048,36389940,1,[the sentence is offensive][because][it contains a derogatory term for people with intellectual disabilities and uses a derogatory term for people of a certain nationality],1,[the sentence is offensive][because][it contains a derogatory term for people with intellectual disabilities and uses a derogatory term for people of a certain ethnicity],"{'race': 'white', 'political': 'liberal'}",both
2519,0,3048,19622816,1,[the sentence is offensive][because][it contains a derogatory term for people with intellectual disabilities and uses a derogatory term for people of a certain nationality],1,[the sentence is offensive][because][it contains a derogatory term for people with intellectual disabilities and uses a derogatory term for people of a certain ethnicity],"{'race': 'white', 'political': 'liberal'}",neither
2520,1,3469,36389940,1,[the sentence is offensive][because][it contains a derogatory term for women],1,[the sentence is offensive][because][it contains a derogatory term for women],"{'race': 'white', 'political': 'liberal'}",both
2521,1,3469,62698685,1,[the sentence is offensive][because][it contains a derogatory term for women],1,[the sentence is offensive][because][it contains a derogatory term for women],"{'race': 'white', 'political': 'liberal'}",both
2522,0,2279,41829545,0,[the sentence is not offensive][because][it is a neutral comment about a news program],0,[the sentence is not offensive][because][it is a neutral political statement],"{'race': 'white', 'political': 'liberal'}",both
2523,0,2279,93178090,0,[the sentence is not offensive][because][it is a neutral comment about a news program],0,[the sentence is not offensive][because][it is a neutral political statement],"{'race': 'white', 'political': 'liberal'}",both
2524,1,772,7304061,1,[the sentence is offensive][because][it conveys a xenophobic message],1,[the sentence is offensive][because][it contains a xenophobic message],"{'race': 'white', 'political': 'liberal'}",both
2525,1,772,51869641,1,[the sentence is offensive][because][it conveys a xenophobic message],1,[the sentence is offensive][because][it contains a xenophobic message],"{'race': 'white', 'political': 'liberal'}",both
2526,1,1853,5171967,1,[the sentence is offensive][because][it contains a racial slur],1,[the sentence is offensive][because][it contains a racial slur],"{'race': 'white', 'political': 'liberal'}",both
2527,1,1853,41829545,1,[the sentence is offensive][because][it contains a racial slur],1,[the sentence is offensive][because][it contains a racial slur],"{'race': 'white', 'political': 'liberal'}",both
2528,0,301,36389940,0,[the sentence is not offensive][because][it is a statement of fact and a personal opinion],0,[the sentence is not offensive][because][it is a statement of fact and a personal opinion],"{'race': 'white', 'political': 'liberal'}",both
2529,1,3751,36389940,1,[the sentence is offensive][because][it trivializes rape and contains a question that implies the victim is responsible for their own pleasure],1,[the sentence is offensive][because][it trivializes rape and contains a question that implies that rape is a sexual experience],"{'race': 'white', 'political': 'liberal'}",both
2530,1,3751,51869641,1,[the sentence is offensive][because][it trivializes rape and contains a question that implies the victim is responsible for their own pleasure],1,[the sentence is offensive][because][it trivializes rape and contains a question that implies that rape is a sexual experience],"{'race': 'white', 'political': 'liberal'}",both
2531,0,3493,41829545,0,[the sentence is not offensive][because][it is a boastful statement but does not contain hate speech or explicit language],0,[the sentence is not offensive][because][it is a boastful statement with a competitive tone],"{'race': 'white', 'political': 'liberal'}",both
2532,0,3493,77907129,0,[the sentence is not offensive][because][it is a boastful statement but does not contain hate speech or explicit language],0,[the sentence is not offensive][because][it is a boastful statement with a competitive tone],"{'race': 'white', 'political': 'liberal'}",both
2533,1,2157,7304061,1,[the sentence is offensive][because][it contains hate speech and a racial slur],1,[the sentence is offensive][because][it contains hate speech and a racial slur],"{'race': 'white', 'political': 'liberal'}",both
2534,1,2157,93178090,1,[the sentence is offensive][because][it contains hate speech and a racial slur],1,[the sentence is offensive][because][it contains hate speech and a racial slur],"{'race': 'white', 'political': 'liberal'}",both
2535,1,1685,91232148,1,[the sentence is offensive][because][it contains derogatory language and a racial slur],1,[the sentence is offensive][because][it contains a racial slur and derogatory language],"{'race': 'white', 'political': 'liberal'}",both
2536,1,1685,5171967,1,[the sentence is offensive][because][it contains derogatory language and a racial slur],1,[the sentence is offensive][because][it contains a racial slur and derogatory language],"{'race': 'white', 'political': 'liberal'}",both
2537,1,4151,36389940,1,[the sentence is offensive][because][it contains derogatory language and a stereotype about women],1,[the sentence is offensive][because][it contains derogatory language and a misogynistic tone],"{'race': 'white', 'political': 'liberal'}",both
2538,1,4151,93863352,1,[the sentence is offensive][because][it contains derogatory language and a stereotype about women],1,[the sentence is offensive][because][it contains derogatory language and a misogynistic tone],"{'race': 'white', 'political': 'liberal'}",both
2539,1,4106,5171967,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a woman],1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a woman],"{'race': 'white', 'political': 'liberal'}",both
2540,1,4106,7304061,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a woman],1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a woman],"{'race': 'white', 'political': 'liberal'}",both
2541,1,1611,36389940,1,[the sentence is offensive][because][it contains a graphic and explicit description of sexual violence],1,[the sentence is offensive][because][it contains a sexual assault scenario and uses derogatory language towards women],"{'race': 'white', 'political': 'liberal'}",both
2542,1,1611,41829545,1,[the sentence is offensive][because][it contains a graphic and explicit description of sexual violence],1,[the sentence is offensive][because][it contains a sexual assault scenario and uses derogatory language towards women],"{'race': 'white', 'political': 'liberal'}",both
2543,0,3491,65218045,0,[the sentence is not offensive][because][it is a statement of disagreement with a particular group and contains colloquial language],0,[the sentence is not offensive][because][it is a statement of disagreement with a particular group and contains colloquial language],"{'race': 'white', 'political': 'liberal'}",both
2544,0,3491,93178090,0,[the sentence is not offensive][because][it is a statement of disagreement with a particular group and contains colloquial language],0,[the sentence is not offensive][because][it is a statement of disagreement with a particular group and contains colloquial language],"{'race': 'white', 'political': 'liberal'}",both
2545,0,3328,41829545,0,[the sentence is not offensive][because][it is a colloquial way to comment on the weather],0,[the sentence is not offensive][because][it is a colloquial way to comment on the weather],"{'race': 'white', 'political': 'liberal'}",both
2546,0,3328,93178090,0,[the sentence is not offensive][because][it is a colloquial way to comment on the weather],0,[the sentence is not offensive][because][it is a colloquial way to comment on the weather],"{'race': 'white', 'political': 'liberal'}",both
2547,0,196,5171967,1,[the sentence is offensive][because][it contains anti-semitic language and stereotypes],1,[the sentence is offensive][because][it contains anti-semitic language and stereotypes],"{'race': 'white', 'political': 'liberal'}",neither
2548,1,196,7304061,1,[the sentence is offensive][because][it contains anti-semitic language and stereotypes],1,[the sentence is offensive][because][it contains anti-semitic language and stereotypes],"{'race': 'white', 'political': 'liberal'}",both
2549,1,1681,7304061,1,[the sentence is offensive][because][it contains a racial stereotype and a derogatory tone],1,[the sentence is offensive][because][it implies that black people are less intelligent than others],"{'race': 'white', 'political': 'liberal'}",both
2550,1,1681,93178090,1,[the sentence is offensive][because][it contains a racial stereotype and a derogatory tone],1,[the sentence is offensive][because][it implies that black people are less intelligent than others],"{'race': 'white', 'political': 'liberal'}",both
2551,1,1863,7304061,1,[the sentence is offensive][because][it contains a racial slur and promotes violence against a racial group],1,[the sentence is offensive][because][it contains a racial slur and promotes violence against a racial group],"{'race': 'white', 'political': 'liberal'}",both
2552,1,1863,65218045,1,[the sentence is offensive][because][it contains a racial slur and promotes violence against a racial group],1,[the sentence is offensive][because][it contains a racial slur and promotes violence against a racial group],"{'race': 'white', 'political': 'liberal'}",both
2553,1,1869,65246840,1,[the sentence is offensive][because][it promotes the use of a racial slur and contains derogatory language],1,[the sentence is offensive][because][it promotes the use of a racial slur and makes a derogatory comparison between two racial slurs],"{'race': 'white', 'political': 'liberal'}",both
2554,1,1869,93863352,1,[the sentence is offensive][because][it promotes the use of a racial slur and contains derogatory language],1,[the sentence is offensive][because][it promotes the use of a racial slur and makes a derogatory comparison between two racial slurs],"{'race': 'white', 'political': 'liberal'}",both
2555,0,3538,36389940,0,[the sentence is not offensive][because][it is a complaint about a specific type of post on social media],0,[the sentence is not offensive][because][it is a personal preference expressed in a non-threatening way],"{'race': 'white', 'political': 'liberal'}",both
2556,0,3538,41829545,0,[the sentence is not offensive][because][it is a complaint about a specific type of post on social media],0,[the sentence is not offensive][because][it is a personal preference expressed in a non-threatening way],"{'race': 'white', 'political': 'liberal'}",both
2557,1,1809,5171967,1,[the sentence is offensive][because][it contains hate speech and derogatory language],1,[the sentence is offensive][because][it contains hate speech and racial slurs],"{'race': 'white', 'political': 'liberal'}",both
2558,1,1809,93178090,1,[the sentence is offensive][because][it contains hate speech and derogatory language],1,[the sentence is offensive][because][it contains hate speech and racial slurs],"{'race': 'white', 'political': 'liberal'}",both
2559,0,3218,18514203,0,[the sentence is not offensive][because][it is a philosophical statement with a colloquial tone],0,[the sentence is not offensive][because][it is a philosophical statement with a colloquial tone],"{'race': 'white', 'political': 'liberal'}",both
2560,0,3218,7304061,0,[the sentence is not offensive][because][it is a philosophical statement with a colloquial tone],0,[the sentence is not offensive][because][it is a philosophical statement with a colloquial tone],"{'race': 'white', 'political': 'liberal'}",both
2561,1,3279,7304061,1,[the sentence is offensive][because][it contains a racial slur and a derogatory statement about a woman's ability to get pregnant],1,[the sentence is offensive][because][it contains a racial slur and a stereotype about a racial group],"{'race': 'white', 'political': 'liberal'}",both
2562,0,139,5171967,0,[the sentence is not offensive][because][it is a neutral statement about a thread],0,[the sentence is not offensive][because][it is a neutral statement about a thread],"{'race': 'white', 'political': 'liberal'}",both
2563,0,139,7304061,0,[the sentence is not offensive][because][it is a neutral statement about a thread],0,[the sentence is not offensive][because][it is a neutral statement about a thread],"{'race': 'white', 'political': 'liberal'}",both
2564,1,2147,5171967,1,"[the sentence is offensive][because][it contains multiple instances of hate speech, including racial slurs and derogatory language towards a religion]",1,"[the sentence is offensive][because][it contains multiple instances of hate speech, including a racial slur and derogatory language towards a religion]","{'race': 'white', 'political': 'liberal'}",both
2565,1,2147,36389940,1,"[the sentence is offensive][because][it contains multiple instances of hate speech, including racial slurs and derogatory language towards a religion]",1,"[the sentence is offensive][because][it contains multiple instances of hate speech, including a racial slur and derogatory language towards a religion]","{'race': 'white', 'political': 'liberal'}",both
2566,0,437,22197427,0,[the sentence is not offensive][because][it promotes a message of equality and acceptance],0,[the sentence is not offensive][because][it promotes a message of equality and acceptance],"{'race': 'white', 'political': 'liberal'}",both
2567,0,437,41829545,0,[the sentence is not offensive][because][it promotes a message of equality and acceptance],0,[the sentence is not offensive][because][it promotes a message of equality and acceptance],"{'race': 'white', 'political': 'liberal'}",both
2568,0,445,93178090,0,[the sentence is not offensive][because][it is a colloquial way to express frustration],0,[the sentence is not offensive][because][it is a colloquial way to express frustration],"{'race': 'white', 'political': 'liberal'}",both
2569,0,3796,36389940,0,[the sentence is not offensive][because][it is a colloquial expression used to describe a close friend],0,[the sentence is not offensive][because][it is a colloquial expression used to describe a close friend],"{'race': 'white', 'political': 'liberal'}",both
2570,0,3342,5171967,0,[the sentence is not offensive][because][it is a personal statement about the speaker's sexual orientation and does not contain any explicit language or hate speech],0,[the sentence is not offensive][because][it is a personal statement about the speaker's sexual orientation and does not contain any explicit language or hate speech],"{'race': 'white', 'political': 'liberal'}",both
2571,0,3342,51869641,0,[the sentence is not offensive][because][it is a personal statement about the speaker's sexual orientation and does not contain any explicit language or hate speech],0,[the sentence is not offensive][because][it is a personal statement about the speaker's sexual orientation and does not contain any explicit language or hate speech],"{'race': 'white', 'political': 'liberal'}",both
2572,0,3391,65218045,0,[the sentence is not offensive][because][it is a question about the future of international students and their job prospects in the us after new h1 guidelines],0,[the sentence is not offensive][because][it is a question about the future of international students and their job prospects in the us after new h1 guidelines],"{'race': 'white', 'political': 'liberal'}",both
2573,0,3391,93178090,0,[the sentence is not offensive][because][it is a question about the future of international students and their job prospects in the us after new h1 guidelines],0,[the sentence is not offensive][because][it is a question about the future of international students and their job prospects in the us after new h1 guidelines],"{'race': 'white', 'political': 'liberal'}",both
2574,1,1984,5171967,1,[the sentence is offensive][because][it contains hate speech and stereotypes about a racial group],1,[the sentence is offensive][because][it contains hate speech and stereotypes about black people and the black lives matter movement],"{'race': 'white', 'political': 'liberal'}",both
2575,1,1984,93178090,1,[the sentence is offensive][because][it contains hate speech and stereotypes about a racial group],1,[the sentence is offensive][because][it contains hate speech and stereotypes about black people and the black lives matter movement],"{'race': 'white', 'political': 'liberal'}",both
2576,1,211,36389940,1,[the sentence is offensive][because][it contains a racial slur and promotes a racist ideology],1,[the sentence is offensive][because][it contains a racial slur and promotes a racist ideology],"{'race': 'white', 'political': 'liberal'}",both
2577,1,211,41829545,1,[the sentence is offensive][because][it contains a racial slur and promotes a racist ideology],1,[the sentence is offensive][because][it contains a racial slur and promotes a racist ideology],"{'race': 'white', 'political': 'liberal'}",both
2578,0,3307,41829545,1,[the sentence is offensive][because][it contains hate language and a threat],0,[the sentence is not offensive][because][it is a colloquial way to express frustration and anger],"{'race': 'white', 'political': 'liberal'}",race_political
2579,0,3307,5294811,1,[the sentence is offensive][because][it contains hate language and a threat],0,[the sentence is not offensive][because][it is a colloquial way to express frustration and anger],"{'race': 'white', 'political': 'liberal'}",race_political
2580,0,2417,36389940,0,[the sentence is not offensive][because][it is a joke and does not contain any hate speech or explicit language],0,[the sentence is not offensive][because][it is a joke and does not contain any hate speech],"{'race': 'white', 'political': 'liberal'}",both
2581,1,2417,41829545,0,[the sentence is not offensive][because][it is a joke and does not contain any hate speech or explicit language],0,[the sentence is not offensive][because][it is a joke and does not contain any hate speech],"{'race': 'white', 'political': 'liberal'}",neither
2582,1,1588,7304061,0,[the sentence is not offensive][because][it is a neutral question about the impact of the civil rights movement],0,"[the sentence is not offensive][because][it is a neutral question about the impact of the civil rights movement, but it contains a subtle implication of racism being a problem only for some people]","{'race': 'white', 'political': 'liberal'}",neither
2583,1,1588,36389940,0,[the sentence is not offensive][because][it is a neutral question about the impact of the civil rights movement],0,"[the sentence is not offensive][because][it is a neutral question about the impact of the civil rights movement, but it contains a subtle implication of racism being a problem only for some people]","{'race': 'white', 'political': 'liberal'}",neither
2584,1,840,7304061,1,[the sentence is offensive][because][it generalizes a group of people based on their religion and contains a negative stereotype],1,[the sentence is offensive][because][it makes a generalization about a group of people based on their religion],"{'race': 'white', 'political': 'liberal'}",both
2585,1,840,41829545,1,[the sentence is offensive][because][it generalizes a group of people based on their religion and contains a negative stereotype],1,[the sentence is offensive][because][it makes a generalization about a group of people based on their religion],"{'race': 'white', 'political': 'liberal'}",both
2586,0,3209,5171967,0,[the sentence is not offensive][because][it is a quote from a religious figure and does not contain any hate speech or explicit language],0,[the sentence is not offensive][because][it is a quote from a religious figure and does not contain any hate speech or explicit language],"{'race': 'white', 'political': 'liberal'}",both
2587,0,3209,85014557,0,[the sentence is not offensive][because][it is a quote from a religious figure and does not contain any hate speech or explicit language],0,[the sentence is not offensive][because][it is a quote from a religious figure and does not contain any hate speech or explicit language],"{'race': 'white', 'political': 'liberal'}",both
2588,1,1832,7304061,1,[the sentence is offensive][because][it contains a racial stereotype and a derogatory depiction of a black person],1,[the sentence is offensive][because][it contains a racial stereotype and a derogatory depiction of a black person],"{'race': 'white', 'political': 'liberal'}",both
2589,1,1832,36389940,1,[the sentence is offensive][because][it contains a racial stereotype and a derogatory depiction of a black person],1,[the sentence is offensive][because][it contains a racial stereotype and a derogatory depiction of a black person],"{'race': 'white', 'political': 'liberal'}",both
2590,0,3212,36389940,0,[the sentence is not offensive][because][it is a comment about a reality tv show and does not contain any hate speech or explicit language],0,[the sentence is not offensive][because][it is a comment about a reality tv show and does not contain any hate speech or explicit language],"{'race': 'white', 'political': 'liberal'}",both
2591,0,3212,93178090,0,[the sentence is not offensive][because][it is a comment about a reality tv show and does not contain any hate speech or explicit language],0,[the sentence is not offensive][because][it is a comment about a reality tv show and does not contain any hate speech or explicit language],"{'race': 'white', 'political': 'liberal'}",both
2592,1,2188,5171967,1,[the sentence is offensive][because][it contains racial slurs and hate speech],1,[the sentence is offensive][because][it contains a racial slur and a threat],"{'race': 'white', 'political': 'liberal'}",both
2593,0,2188,93178090,1,[the sentence is offensive][because][it contains racial slurs and hate speech],1,[the sentence is offensive][because][it contains a racial slur and a threat],"{'race': 'white', 'political': 'liberal'}",neither
2594,1,1422,5171967,1,[the sentence is offensive][because][it contains derogatory language towards women and promotes a misogynistic view],1,[the sentence is offensive][because][it contains misogynistic language and stereotypes about women's behavior and contains explicit language],"{'race': 'white', 'political': 'liberal'}",both
2595,1,1422,36389940,1,[the sentence is offensive][because][it contains derogatory language towards women and promotes a misogynistic view],1,[the sentence is offensive][because][it contains misogynistic language and stereotypes about women's behavior and contains explicit language],"{'race': 'white', 'political': 'liberal'}",both
2596,1,823,5171967,0,[the sentence is not offensive][because][it expresses a neutral sentiment about immigration],0,[the sentence is not offensive][because][it is a neutral statement about immigration],"{'race': 'white', 'political': 'liberal'}",neither
2597,0,823,43621071,0,[the sentence is not offensive][because][it expresses a neutral sentiment about immigration],0,[the sentence is not offensive][because][it is a neutral statement about immigration],"{'race': 'white', 'political': 'liberal'}",both
2598,1,365,36389940,1,[the sentence is offensive][because][it contains hate speech and derogatory language],1,[the sentence is offensive][because][it contains hate speech and derogatory language],"{'race': 'white', 'political': 'liberal'}",both
2599,1,365,41829545,1,[the sentence is offensive][because][it contains hate speech and derogatory language],1,[the sentence is offensive][because][it contains hate speech and derogatory language],"{'race': 'white', 'political': 'liberal'}",both
2600,1,1599,7304061,1,[the sentence is offensive][because][it perpetuates a negative stereotype about black people],1,[the sentence is offensive][because][it perpetuates a negative stereotype about black people and uses a racial slur],"{'race': 'white', 'political': 'liberal'}",both
2601,1,1599,36389940,1,[the sentence is offensive][because][it perpetuates a negative stereotype about black people],1,[the sentence is offensive][because][it perpetuates a negative stereotype about black people and uses a racial slur],"{'race': 'white', 'political': 'liberal'}",both
2602,1,3378,5171967,0,[the sentence is not offensive][because][it is a casual conversation about music and personal life],0,[the sentence is not offensive][because][it is a casual conversation about music and personal life],"{'race': 'white', 'political': 'liberal'}",neither
2603,0,3378,93178090,0,[the sentence is not offensive][because][it is a casual conversation about music and personal life],0,[the sentence is not offensive][because][it is a casual conversation about music and personal life],"{'race': 'white', 'political': 'liberal'}",both
2604,1,1652,5171967,1,[the sentence is offensive][because][it contains a racial slur and implies that black people are treated unfairly by the police],1,[the sentence is offensive][because][it implies that black people are more likely to be treated poorly by the police],"{'race': 'white', 'political': 'liberal'}",both
2605,1,1652,93178090,1,[the sentence is offensive][because][it contains a racial slur and implies that black people are treated unfairly by the police],1,[the sentence is offensive][because][it implies that black people are more likely to be treated poorly by the police],"{'race': 'white', 'political': 'liberal'}",both
2606,0,2338,7304061,0,[the sentence is not offensive][because][it is a harmless statement about the weather and the author's preferences],0,[the sentence is not offensive][because][it is a harmless statement about the weather and the author's preferences],"{'race': 'white', 'political': 'liberal'}",both
2607,1,2047,5171967,0,[the sentence is not offensive][because][it is a personal anecdote about a mother's advice and does not contain hate speech or explicit language],0,[the sentence is not offensive][because][it is a personal anecdote about a mother's advice and does not contain hate speech or explicit language],"{'race': 'white', 'political': 'liberal'}",neither
2608,1,2047,93178090,0,[the sentence is not offensive][because][it is a personal anecdote about a mother's advice and does not contain hate speech or explicit language],0,[the sentence is not offensive][because][it is a personal anecdote about a mother's advice and does not contain hate speech or explicit language],"{'race': 'white', 'political': 'liberal'}",neither
2609,1,1547,65218045,1,[the sentence is offensive][because][it promotes violence and hate speech against a racial group],1,[the sentence is offensive][because][it contains hate speech and promotes violence against a racial group],"{'race': 'white', 'political': 'liberal'}",both
2610,1,1547,51869641,1,[the sentence is offensive][because][it promotes violence and hate speech against a racial group],1,[the sentence is offensive][because][it contains hate speech and promotes violence against a racial group],"{'race': 'white', 'political': 'liberal'}",both
2611,1,1811,79140081,1,[the sentence is offensive][because][it contains hate speech and uses derogatory language to describe a group of people],1,[the sentence is offensive][because][it contains hate speech and uses derogatory language towards people with disabilities and jewish people],"{'race': 'white', 'political': 'liberal'}",both
2612,1,1811,41829545,1,[the sentence is offensive][because][it contains hate speech and uses derogatory language to describe a group of people],1,[the sentence is offensive][because][it contains hate speech and uses derogatory language towards people with disabilities and jewish people],"{'race': 'white', 'political': 'liberal'}",both
2613,1,2829,41829545,0,"[the sentence is not offensive][because][it is a political statement with a strong opinion, but it does not contain hate speech or explicit language]",0,"[the sentence is not offensive][because][it is a political commentary with a strong opinion, but it does not contain hate speech or explicit language]","{'race': 'white', 'political': 'liberal'}",neither
2614,0,2829,13041518,0,"[the sentence is not offensive][because][it is a political statement with a strong opinion, but it does not contain hate speech or explicit language]",0,"[the sentence is not offensive][because][it is a political commentary with a strong opinion, but it does not contain hate speech or explicit language]","{'race': 'white', 'political': 'liberal'}",both
2615,1,3873,7304061,1,[the sentence is offensive][because][it contains a racial slur and promotes hate],0,[the sentence is not offensive][because][it is a phrase used to express frustration and does not contain hate speech],"{'race': 'white', 'political': 'liberal'}",baseline
2616,0,3313,65218045,0,"[the sentence is not offensive][because][it is a casual, self-deprecating comment about one's hairstyle]",0,"[the sentence is not offensive][because][it is a casual, self-deprecating comment about one's hairstyle]","{'race': 'white', 'political': 'liberal'}",both
2617,0,3313,93178090,0,"[the sentence is not offensive][because][it is a casual, self-deprecating comment about one's hairstyle]",0,"[the sentence is not offensive][because][it is a casual, self-deprecating comment about one's hairstyle]","{'race': 'white', 'political': 'liberal'}",both
2618,0,31,79140081,0,[the sentence is not offensive][because][it is a statement of opinion and does not contain any hate speech or explicit language],0,[the sentence is not offensive][because][it is a political statement that uses irony and sarcasm],"{'race': 'white', 'political': 'liberal'}",both
2619,0,31,36389940,0,[the sentence is not offensive][because][it is a statement of opinion and does not contain any hate speech or explicit language],0,[the sentence is not offensive][because][it is a political statement that uses irony and sarcasm],"{'race': 'white', 'political': 'liberal'}",both
2620,1,1564,5171967,1,[the sentence is offensive][because][it promotes the use of a racial slur],1,[the sentence is offensive][because][it promotes the use of a racial slur],"{'race': 'white', 'political': 'liberal'}",both
2621,1,1564,65218045,1,[the sentence is offensive][because][it promotes the use of a racial slur],1,[the sentence is offensive][because][it promotes the use of a racial slur],"{'race': 'white', 'political': 'liberal'}",both
2622,0,2896,41829545,0,[the sentence is not offensive][because][it is a positive and enthusiastic message],0,[the sentence is not offensive][because][it is a personal expression of gratitude and excitement],"{'race': 'white', 'political': 'liberal'}",both
2623,0,2896,65218045,0,[the sentence is not offensive][because][it is a positive and enthusiastic message],0,[the sentence is not offensive][because][it is a personal expression of gratitude and excitement],"{'race': 'white', 'political': 'liberal'}",both
2624,0,3544,7304061,0,[the sentence is not offensive][because][it is a story about a personal experience and does not contain any hate speech or explicit language],0,[the sentence is not offensive][because][it is a story about a personal experience and does not contain any hate speech or explicit language],"{'race': 'white', 'political': 'liberal'}",both
2625,0,3544,41829545,0,[the sentence is not offensive][because][it is a story about a personal experience and does not contain any hate speech or explicit language],0,[the sentence is not offensive][because][it is a story about a personal experience and does not contain any hate speech or explicit language],"{'race': 'white', 'political': 'liberal'}",both
2626,1,1476,5171967,1,"[the sentence is offensive][because][it contains hate speech and stereotypes against afro, spic, and jew communities]",1,"[the sentence is offensive][because][it contains hate speech and stereotypes against afro, spic, and jew communities]","{'race': 'white', 'political': 'liberal'}",both
2627,1,1476,93178090,1,"[the sentence is offensive][because][it contains hate speech and stereotypes against afro, spic, and jew communities]",1,"[the sentence is offensive][because][it contains hate speech and stereotypes against afro, spic, and jew communities]","{'race': 'white', 'political': 'liberal'}",both
2628,0,1531,7304061,1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that black people are inherently inferior and contains a racial slur],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that black people are inherently inferior and less intelligent],"{'race': 'white', 'political': 'liberal'}",neither
2629,0,1531,93178090,1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that black people are inherently inferior and contains a racial slur],1,[the sentence is offensive][because][it conveys a stereotypical message suggesting that black people are inherently inferior and less intelligent],"{'race': 'white', 'political': 'liberal'}",neither
2630,1,3535,36389940,1,[the sentence is offensive][because][it contains derogatory language towards the lgbtq+ community and makes a personal attack],1,[the sentence is offensive][because][it contains derogatory language towards the lgbtq+ community and uses a derogatory term for a gay man],"{'race': 'white', 'political': 'liberal'}",both
2631,1,3535,93178090,1,[the sentence is offensive][because][it contains derogatory language towards the lgbtq+ community and makes a personal attack],1,[the sentence is offensive][because][it contains derogatory language towards the lgbtq+ community and uses a derogatory term for a gay man],"{'race': 'white', 'political': 'liberal'}",both
2632,0,770,41829545,1,[the sentence is offensive][because][it is a derogatory term for a group of people],1,[the sentence is offensive][because][it is a derogatory term for a romani person],"{'race': 'white', 'political': 'liberal'}",neither
2633,0,770,26767527,1,[the sentence is offensive][because][it is a derogatory term for a group of people],1,[the sentence is offensive][because][it is a derogatory term for a romani person],"{'race': 'white', 'political': 'liberal'}",neither
2634,1,1597,7304061,0,[the sentence is not offensive][because][it is a political statement that expresses skepticism about the democratic process],1,[the sentence is offensive][because][it contains a racial slur and implies that black people are angry and violent],"{'race': 'white', 'political': 'liberal'}",race_political
2635,1,1597,41829545,0,[the sentence is not offensive][because][it is a political statement that expresses skepticism about the democratic process],1,[the sentence is offensive][because][it contains a racial slur and implies that black people are angry and violent],"{'race': 'white', 'political': 'liberal'}",race_political
2636,0,3234,65218045,0,[the sentence is not offensive][because][it is a colloquial way to express annoyance at someone who is not making an effort to communicate],0,[the sentence is not offensive][because][it is a colloquial way to express annoyance at someone who is not making an effort to communicate],"{'race': 'white', 'political': 'liberal'}",both
2637,0,3234,93178090,0,[the sentence is not offensive][because][it is a colloquial way to express annoyance at someone who is not making an effort to communicate],0,[the sentence is not offensive][because][it is a colloquial way to express annoyance at someone who is not making an effort to communicate],"{'race': 'white', 'political': 'liberal'}",both
2638,1,1754,36389940,1,[the sentence is offensive][because][it contains a racial slur and makes a negative comment about a racial group],1,[the sentence is offensive][because][it contains a racial slur and makes a negative comparison between the two groups],"{'race': 'white', 'political': 'liberal'}",both
2639,1,1754,41829545,1,[the sentence is offensive][because][it contains a racial slur and makes a negative comment about a racial group],1,[the sentence is offensive][because][it contains a racial slur and makes a negative comparison between the two groups],"{'race': 'white', 'political': 'liberal'}",both
2640,1,1144,5171967,0,[the sentence is not offensive][because][it is a quote from a movie and the language is used in a non-offensive way],0,[the sentence is not offensive][because][it is a quote from a movie and the language is used in a non-offensive context],"{'race': 'white', 'political': 'liberal'}",neither
2641,0,1144,51869641,0,[the sentence is not offensive][because][it is a quote from a movie and the language is used in a non-offensive way],0,[the sentence is not offensive][because][it is a quote from a movie and the language is used in a non-offensive context],"{'race': 'white', 'political': 'liberal'}",both
